Team,Power Level,
Extra team 997,36.51,
Extra team 998,20.81,
Extra team 999,60.11,
Extra team 1000,62.42,
Extra team 1001,36.17,
Extra team 1002,41.89,
Extra team 1003,44.37,
Extra team 1004,68.37,
Extra team 1005,97.23,
Extra team 1006,17.22,
Extra team 1007,38.41,
Extra team 1008,96.24,
Extra team 1009,38.97,
Extra team 1010,30.81,
Extra team 1011,88.32,
Extra team 1012,62.53,
Extra team 1013,90.38,
Extra team 1014,73.67,
Extra team 1015,43.7,
Extra team 1016,18.36,
Extra team 1017,4.85,
Extra team 1018,12.88,
Extra team 1019,59.81,
Extra team 1020,23.98,
Extra team 1021,72.76,
Extra team 1022,54.69,
Extra team 1023,26.49,
Extra team 1024,91.12,
Extra team 1025,21.34,
Extra team 1026,38.66,
Extra team 1027,52.71,
Extra team 1028,32.03,
Extra team 1029,55.93,
Extra team 1030,71.98,
Extra team 1031,5.72,
Extra team 1032,70.88,
Extra team 1033,46.25,
Extra team 1034,88.25,
Extra team 1035,19.93,
Extra team 1036,46.17,
Extra team 1037,96.72,
Extra team 1038,40.12,
Extra team 1039,98.42,
Extra team 1040,61.36,
Extra team 1041,70.81,
Extra team 1042,15.93,
Extra team 1043,45.47,
Extra team 1044,14.81,
Extra team 1045,62.9,
Extra team 1046,14.67,
Extra team 1047,26.89,
Extra team 1048,85.94,
Extra team 1049,33.24,
Extra team 1050,50.15,
Extra team 1051,19.75,
Extra team 1052,93.2,
Extra team 1053,56.35,
Extra team 1054,15.46,
Extra team 1055,39.39,
Extra team 1056,92.82,
Extra team 1057,41.06,
Extra team 1058,12.84,
Extra team 1059,34.21,
Extra team 1060,32.77,
Extra team 1061,47.58,
Extra team 1062,88.68,
Extra team 1063,17.76,
Extra team 1064,21.16,
Extra team 1065,1.24,
Extra team 1066,41.46,
Extra team 1067,61.25,
Extra team 1068,14.22,
Extra team 1069,17.5,
Extra team 1070,10.62,
Extra team 1071,41.53,
Extra team 1072,88.96,
Extra team 1073,1.27,
Extra team 1074,73.96,
Extra team 1075,40.12,
Extra team 1076,77.43,
Extra team 1077,95.95,
Extra team 1078,34.42,
Extra team 1079,84.1,
Extra team 1080,4.75,
Extra team 1081,61.54,
Extra team 1082,62.73,
Extra team 1083,89.09,
Extra team 1084,59.97,
Extra team 1085,9.89,
Extra team 1086,46.78,
Extra team 1087,92.25,
Extra team 1088,87.7,
Extra team 1089,78.07,
Extra team 1090,7.27,
Extra team 1091,57.2,
Extra team 1092,74.69,
Extra team 1093,27.65,
Extra team 1094,92.56,
Extra team 1095,96.72,
Extra team 1096,92.61,
Extra team 1097,10.1,
Extra team 1098,27.4,
Extra team 1099,85.82,
Extra team 1100,70.37,
Extra team 1101,1.4,
Extra team 1102,24.48,
Extra team 1103,55.44,
Extra team 1104,79.93,
Extra team 1105,10.44,
Extra team 1106,17.1,
Extra team 1107,88.39,
Extra team 1108,91.05,
Extra team 1109,40.6,
Extra team 1110,23.98,
Extra team 1111,60.05,
Extra team 1112,75.93,
Extra team 1113,97.25,
Extra team 1114,5.64,
Extra team 1115,72.75,
Extra team 1116,9.94,
Extra team 1117,74.72,
Extra team 1118,12.5,
Extra team 1119,52.8,
Extra team 1120,27.76,
Extra team 1121,53.87,
Extra team 1122,70.57,
Extra team 1123,80.84,
Extra team 1124,15.91,
Extra team 1125,74.24,
Extra team 1126,42.2,
Extra team 1127,84.56,
Extra team 1128,17.4,
Extra team 1129,1.36,
Extra team 1130,19.41,
Extra team 1131,94.67,
Extra team 1132,78.97,
Extra team 1133,61.63,
Extra team 1134,72.3,
Extra team 1135,56.07,
Extra team 1136,41.43,
Extra team 1137,86.27,
Extra team 1138,71.24,
Extra team 1139,9.74,
Extra team 1140,33.05,
Extra team 1141,82.16,
Extra team 1142,75.53,
Extra team 1143,34.35,
Extra team 1144,98.12,
Extra team 1145,26.74,
Extra team 1146,56.62,
Extra team 1147,73.86,
Extra team 1148,53.19,
Extra team 1149,68.69,
Extra team 1150,52.36,
Extra team 1151,95.35,
Extra team 1152,80.43,
Extra team 1153,31.18,
Extra team 1154,16.6,
Extra team 1155,8.44,
Extra team 1156,53.3,
Extra team 1157,15.48,
Extra team 1158,21.64,
Extra team 1159,68.6,
Extra team 1160,86.16,
Extra team 1161,69.46,
Extra team 1162,21.41,
Extra team 1163,38.99,
Extra team 1164,12.83,
Extra team 1165,26.84,
Extra team 1166,1.98,
Extra team 1167,39.2,
Extra team 1168,85.12,
Extra team 1169,71.68,
Extra team 1170,63.3,
Extra team 1171,94.18,
Extra team 1172,45.66,
Extra team 1173,36.9,
Extra team 1174,43.88,
Extra team 1175,66.34,
Extra team 1176,31.17,
Extra team 1177,72.75,
Extra team 1178,5.52,
Extra team 1179,3.57,
Extra team 1180,44.37,
Extra team 1181,60.2,
Extra team 1182,19.19,
Extra team 1183,56.81,
Extra team 1184,13,
Extra team 1185,31.82,
Extra team 1186,33.26,
Extra team 1187,64.31,
Extra team 1188,16.98,
Extra team 1189,50.41,
Extra team 1190,59.62,
Extra team 1191,84.77,
Extra team 1192,9.54,
Extra team 1193,72.39,
Extra team 1194,57.71,
Extra team 1195,76.86,
Extra team 1196,90.98,
Extra team 1197,94.2,
Extra team 1198,33.17,
Extra team 1199,73.77,
Extra team 1200,82.64,
Extra team 1201,82.24,
Extra team 1202,16.01,
Extra team 1203,58.77,
Extra team 1204,4.38,
Extra team 1205,68.85,
Extra team 1206,95.71,
Extra team 1207,79.97,
Extra team 1208,58.08,
Extra team 1209,25.73,
Extra team 1210,42.5,
Extra team 1211,94.09,
Extra team 1212,73.91,
Extra team 1213,16.32,
Extra team 1214,88.38,
Extra team 1215,62.14,
Extra team 1216,0.77,
Extra team 1217,44.96,
Extra team 1218,74.09,
Extra team 1219,57.54,
Extra team 1220,97.26,
Extra team 1221,38.59,
Extra team 1222,2.04,
Extra team 1223,40.02,
Extra team 1224,74.79,
Extra team 1225,95.69,
Extra team 1226,27.02,
Extra team 1227,4.51,
Extra team 1228,24.86,
Extra team 1229,25.6,
Extra team 1230,58.86,
Extra team 1231,98.62,
Extra team 1232,50.48,
Extra team 1233,89.06,
Extra team 1234,65.92,
Extra team 1235,58.8,
Extra team 1236,46.92,
Extra team 1237,93.43,
Extra team 1238,77.24,
Extra team 1239,60.58,
Extra team 1240,67.46,
Extra team 1241,89.74,
Extra team 1242,41.37,
Extra team 1243,68.97,
Extra team 1244,20.39,
Extra team 1245,71.82,
Extra team 1246,59.11,
Extra team 1247,29.29,
Extra team 1248,63.75,
Extra team 1249,67.47,
Extra team 1250,20.72,
Extra team 1251,72.74,
Extra team 1252,78.08,
Extra team 1253,77.41,
Extra team 1254,3.39,
Extra team 1255,90,
Extra team 1256,30.27,
Extra team 1257,84.78,
Extra team 1258,55.91,
Extra team 1259,20.91,
Extra team 1260,3.85,
Extra team 1261,95.35,
Extra team 1262,55.55,
Extra team 1263,17.91,
Extra team 1264,94.36,
Extra team 1265,37.8,
Extra team 1266,25.74,
Extra team 1267,54.63,
Extra team 1268,31.24,
Extra team 1269,13.08,
Extra team 1270,28.04,
Extra team 1271,79.23,
Extra team 1272,23.11,
Extra team 1273,52.94,
Extra team 1274,27.19,
Extra team 1275,29.6,
Extra team 1276,91.89,
Extra team 1277,62.13,
Extra team 1278,90.13,
Extra team 1279,24.05,
Extra team 1280,90.22,
Extra team 1281,32.19,
Extra team 1282,76.09,
Extra team 1283,35.43,
Extra team 1284,57.61,
Extra team 1285,32.24,
Extra team 1286,16.26,
Extra team 1287,67.81,
Extra team 1288,35.71,
Extra team 1289,63.87,
Extra team 1290,92.57,
Extra team 1291,34.7,
Extra team 1292,62.62,
Extra team 1293,12.23,
Extra team 1294,35.47,
Extra team 1295,10.27,
Extra team 1296,44.46,
Extra team 1297,48.99,
Extra team 1298,18.21,
Extra team 1299,36.76,
Extra team 1300,30.8,
Extra team 1301,30.62,
Extra team 1302,52.22,
Extra team 1303,75.63,
Extra team 1304,44.95,
Extra team 1305,60.92,
Extra team 1306,34.87,
Extra team 1307,49.52,
Extra team 1308,18.59,
Extra team 1309,16.49,
Extra team 1310,81.29,
Extra team 1311,25.11,
Extra team 1312,59.58,
Extra team 1313,30.53,
Extra team 1314,59.79,
Extra team 1315,34.2,
Extra team 1316,39.55,
Extra team 1317,37.75,
Extra team 1318,6.09,
Extra team 1319,89.96,
Extra team 1320,13.62,
Extra team 1321,87.7,
Extra team 1322,84.56,
Extra team 1323,14.01,
Extra team 1324,4.64,
Extra team 1325,54.89,
Extra team 1326,18.36,
Extra team 1327,37.56,
Extra team 1328,11.14,
Extra team 1329,55.53,
Extra team 1330,14.24,
Extra team 1331,82.91,
Extra team 1332,19.92,
Extra team 1333,21.92,
Extra team 1334,49.74,
Extra team 1335,30.71,
Extra team 1336,77.53,
Extra team 1337,91.91,
Extra team 1338,22.05,
Extra team 1339,72.98,
Extra team 1340,80.93,
Extra team 1341,91.34,
Extra team 1342,69.18,
Extra team 1343,50.74,
Extra team 1344,23.91,
Extra team 1345,83.47,
Extra team 1346,71.39,
Extra team 1347,51.33,
Extra team 1348,60.2,
Extra team 1349,18.46,
Extra team 1350,34.07,
Extra team 1351,88.97,
Extra team 1352,5.87,
Extra team 1353,7.65,
Extra team 1354,8.92,
Extra team 1355,54.34,
Extra team 1356,33.9,
Extra team 1357,12.8,
Extra team 1358,19.09,
Extra team 1359,91.98,
Extra team 1360,79.49,
Extra team 1361,53.28,
Extra team 1362,5.48,
Extra team 1363,13.94,
Extra team 1364,26.87,
Extra team 1365,8.96,
Extra team 1366,14.33,
Extra team 1367,72.39,
Extra team 1368,52.02,
Extra team 1369,94.45,
Extra team 1370,18.28,
Extra team 1371,30.35,
Extra team 1372,96.91,
Extra team 1373,63.17,
Extra team 1374,25.21,
Extra team 1375,64.65,
Extra team 1376,25.66,
Extra team 1377,63.97,
Extra team 1378,83.7,
Extra team 1379,90.01,
Extra team 1380,64.46,
Extra team 1381,18.04,
Extra team 1382,93.96,
Extra team 1383,72.93,
Extra team 1384,52.47,
Extra team 1385,81.5,
Extra team 1386,44.17,
Extra team 1387,15.08,
Extra team 1388,96.23,
Extra team 1389,90.95,
Extra team 1390,6.36,
Extra team 1391,24.97,
Extra team 1392,65.51,
Extra team 1393,68.85,
Extra team 1394,35,
Extra team 1395,34.41,
Extra team 1396,69.96,
Extra team 1397,77.08,
Extra team 1398,41.64,
Extra team 1399,12.12,
Extra team 1400,33.93,
Extra team 1401,76.8,
Extra team 1402,99.27,
Extra team 1403,43.52,
Extra team 1404,5.49,
Extra team 1405,34.01,
Extra team 1406,41.61,
Extra team 1407,22.9,
Extra team 1408,3.26,
Extra team 1409,51.87,
Extra team 1410,60.57,
Extra team 1411,57.75,
Extra team 1412,49.92,
Extra team 1413,38.56,
Extra team 1414,34.43,
Extra team 1415,66.17,
Extra team 1416,23.14,
Extra team 1417,92.8,
Extra team 1418,79.1,
Extra team 1419,0.8,
Extra team 1420,22.92,
Extra team 1421,74.16,
Extra team 1422,86.46,
Extra team 1423,26.43,
Extra team 1424,81.63,
Extra team 1425,60.65,
Extra team 1426,63.98,
Extra team 1427,78.5,
Extra team 1428,80.8,
Extra team 1429,4.68,
Extra team 1430,73.08,
Extra team 1431,51.81,
Extra team 1432,57.61,
Extra team 1433,51.85,
Extra team 1434,63.17,
Extra team 1435,48.99,
Extra team 1436,40.51,
Extra team 1437,97.67,
Extra team 1438,4.72,
Extra team 1439,13.48,
Extra team 1440,35,
Extra team 1441,59.44,
Extra team 1442,11.89,
Extra team 1443,44.3,
Extra team 1444,13.31,
Extra team 1445,78.27,
Extra team 1446,68.07,
Extra team 1447,1.57,
Extra team 1448,57.33,
Extra team 1449,22.38,
Extra team 1450,96.39,
Extra team 1451,97.93,
Extra team 1452,31.91,
Extra team 1453,6.25,
Extra team 1454,12.35,
Extra team 1455,43.05,
Extra team 1456,43.03,
Extra team 1457,22.66,
Extra team 1458,51.17,
Extra team 1459,63.9,
Extra team 1460,4.34,
Extra team 1461,78.85,
Extra team 1462,53.39,
Extra team 1463,72.44,
Extra team 1464,23.01,
Extra team 1465,8.82,
Extra team 1466,49.29,
Extra team 1467,17.46,
Extra team 1468,48.78,
Extra team 1469,2.28,
Extra team 1470,0.52,
Extra team 1471,53.3,
Extra team 1472,67.59,
Extra team 1473,36.64,
Extra team 1474,12.62,
Extra team 1475,98.74,
Extra team 1476,91.27,
Extra team 1477,85.3,
Extra team 1478,89.53,
Extra team 1479,52.09,
Extra team 1480,80.46,
Extra team 1481,90,
Extra team 1482,39.65,
Extra team 1483,14.03,
Extra team 1484,71.66,
Extra team 1485,58.07,
Extra team 1486,67.88,
Extra team 1487,54.35,
Extra team 1488,15.61,
Extra team 1489,84.39,
Extra team 1490,32.81,
Extra team 1491,89.14,
Extra team 1492,7.51,
Extra team 1493,18.77,
Extra team 1494,97.09,
Extra team 1495,70.71,
Extra team 1496,77.43,
Extra team 1497,60.2,
Extra team 1498,6.72,
Extra team 1499,94.41,
Extra team 1500,22.2,
Extra team 1501,60.57,
Extra team 1502,80.13,
Extra team 1503,13.44,
Extra team 1504,55.65,
Extra team 1505,56.43,
Extra team 1506,68.6,
Extra team 1507,86.91,
Extra team 1508,73.27,
Extra team 1509,75.3,
Extra team 1510,97.81,
Extra team 1511,42.09,
Extra team 1512,51.98,
Extra team 1513,63.44,
Extra team 1514,51.11,
Extra team 1515,55.71,
Extra team 1516,62.24,
Extra team 1517,4.94,
Extra team 1518,80.06,
Extra team 1519,30.05,
Extra team 1520,93.49,
Extra team 1521,37.8,
Extra team 1522,89.9,
Extra team 1523,6.49,
Extra team 1524,99.73,
Extra team 1525,13.37,
Extra team 1526,94.73,
Extra team 1527,7.66,
Extra team 1528,8.43,
Extra team 1529,12.9,
Extra team 1530,23.09,
Extra team 1531,41.78,
Extra team 1532,42.21,
Extra team 1533,83.09,
Extra team 1534,17.27,
Extra team 1535,44.91,
Extra team 1536,27.04,
Extra team 1537,91.6,
Extra team 1538,89.86,
Extra team 1539,62.91,
Extra team 1540,69.41,
Extra team 1541,84.07,
Extra team 1542,51.84,
Extra team 1543,43.6,
Extra team 1544,62.89,
Extra team 1545,41.82,
Extra team 1546,56.97,
Extra team 1547,37,
Extra team 1548,58.31,
Extra team 1549,25.99,
Extra team 1550,79.55,
Extra team 1551,18.4,
Extra team 1552,53.3,
Extra team 1553,41.78,
Extra team 1554,30.38,
Extra team 1555,18.42,
Extra team 1556,15.21,
Extra team 1557,28.97,
Extra team 1558,23.06,
Extra team 1559,44.41,
Extra team 1560,56.56,
Extra team 1561,76.93,
Extra team 1562,26.69,
Extra team 1563,7.42,
Extra team 1564,82.61,
Extra team 1565,21.14,
Extra team 1566,37.83,
Extra team 1567,93.33,
Extra team 1568,32.46,
Extra team 1569,56.49,
Extra team 1570,87.31,
Extra team 1571,26.08,
Extra team 1572,45.39,
Extra team 1573,70.25,
Extra team 1574,51.4,
Extra team 1575,82.5,
Extra team 1576,82.59,
Extra team 1577,59.89,
Extra team 1578,46.91,
Extra team 1579,4.19,
Extra team 1580,27.35,
Extra team 1581,24.26,
Extra team 1582,68.23,
Extra team 1583,48.93,
Extra team 1584,22.31,
Extra team 1585,47.92,
Extra team 1586,56.04,
Extra team 1587,46.95,
Extra team 1588,62.43,
Extra team 1589,35.33,
Extra team 1590,56.36,
Extra team 1591,55.39,
Extra team 1592,75.27,
Extra team 1593,95.15,
Extra team 1594,40.8,
Extra team 1595,22.32,
Extra team 1596,22.92,
Extra team 1597,48.8,
Extra team 1598,99.24,
Extra team 1599,5.94,
Extra team 1600,80.19,
Extra team 1601,50.89,
Extra team 1602,8.79,
Extra team 1603,19.33,
Extra team 1604,51.25,
Extra team 1605,85.01,
Extra team 1606,28.56,
Extra team 1607,59.82,
Extra team 1608,85.33,
Extra team 1609,97.2,
Extra team 1610,89.9,
Extra team 1611,79.21,
Extra team 1612,21.89,
Extra team 1613,4.75,
Extra team 1614,87.78,
Extra team 1615,22.5,
Extra team 1616,61.77,
Extra team 1617,32.34,
Extra team 1618,0.66,
Extra team 1619,76.04,
Extra team 1620,20.48,
Extra team 1621,68.6,
Extra team 1622,68.14,
Extra team 1623,67.03,
Extra team 1624,56.91,
Extra team 1625,45.85,
Extra team 1626,52.11,
Extra team 1627,79.1,
Extra team 1628,56.98,
Extra team 1629,44.98,
Extra team 1630,93.05,
Extra team 1631,66.51,
Extra team 1632,66.61,
Extra team 1633,1.2,
Extra team 1634,27.58,
Extra team 1635,88.94,
Extra team 1636,35.17,
Extra team 1637,74.3,
Extra team 1638,69.7,
Extra team 1639,43.68,
Extra team 1640,94.73,
Extra team 1641,6.57,
Extra team 1642,43.83,
Extra team 1643,16.8,
Extra team 1644,43.08,
Extra team 1645,92.41,
Extra team 1646,47.76,
Extra team 1647,68.57,
Extra team 1648,73.73,
Extra team 1649,51.45,
Extra team 1650,18.78,
Extra team 1651,26.71,
Extra team 1652,10.37,
Extra team 1653,8.75,
Extra team 1654,88.4,
Extra team 1655,57.69,
Extra team 1656,80.58,
Extra team 1657,87.63,
Extra team 1658,24.41,
Extra team 1659,82.82,
Extra team 1660,45.46,
Extra team 1661,36.79,
Extra team 1662,97.12,
Extra team 1663,30.71,
Extra team 1664,57.42,
Extra team 1665,46.68,
Extra team 1666,94.24,
Extra team 1667,68.64,
Extra team 1668,81.27,
Extra team 1669,33.68,
Extra team 1670,89.5,
Extra team 1671,58.12,
Extra team 1672,32.35,
Extra team 1673,63.61,
Extra team 1674,15.87,
Extra team 1675,91.42,
Extra team 1676,42.51,
Extra team 1677,17.79,
Extra team 1678,82.37,
Extra team 1679,47.66,
Extra team 1680,39.62,
Extra team 1681,55.69,
Extra team 1682,8.64,
Extra team 1683,69.18,
Extra team 1684,59.83,
Extra team 1685,49.73,
Extra team 1686,71.53,
Extra team 1687,77.57,
Extra team 1688,42.5,
Extra team 1689,73.93,
Extra team 1690,5.54,
Extra team 1691,39.26,
Extra team 1692,98.33,
Extra team 1693,70.01,
Extra team 1694,98.11,
Extra team 1695,16.59,
Extra team 1696,86.12,
Extra team 1697,81.88,
Extra team 1698,43.89,
Extra team 1699,50.6,
Extra team 1700,41.74,
Extra team 1701,75.27,
Extra team 1702,9.72,
Extra team 1703,36.52,
Extra team 1704,57.1,
Extra team 1705,43.53,
Extra team 1706,17.11,
Extra team 1707,72.65,
Extra team 1708,83.73,
Extra team 1709,13.02,
Extra team 1710,36.97,
Extra team 1711,11.08,
Extra team 1712,27.91,
Extra team 1713,70.99,
Extra team 1714,28.41,
Extra team 1715,75.71,
Extra team 1716,9.45,
Extra team 1717,96.18,
Extra team 1718,20.63,
Extra team 1719,40.63,
Extra team 1720,24.27,
Extra team 1721,85.28,
Extra team 1722,23.35,
Extra team 1723,33.39,
Extra team 1724,65.19,
Extra team 1725,43.51,
Extra team 1726,10.96,
Extra team 1727,13.21,
Extra team 1728,63.87,
Extra team 1729,25.81,
Extra team 1730,14.96,
Extra team 1731,23.53,
Extra team 1732,33.83,
Extra team 1733,9.75,
Extra team 1734,52.5,
Extra team 1735,23.53,
Extra team 1736,31.57,
Extra team 1737,96.73,
Extra team 1738,48.28,
Extra team 1739,90.55,
Extra team 1740,63.58,
Extra team 1741,59.84,
Extra team 1742,98.18,
Extra team 1743,8.14,
Extra team 1744,69.13,
Extra team 1745,24.68,
Extra team 1746,52.5,
Extra team 1747,71.06,
Extra team 1748,47.15,
Extra team 1749,92.68,
Extra team 1750,87.07,
Extra team 1751,62.27,
Extra team 1752,90.87,
Extra team 1753,79,
Extra team 1754,52.73,
Extra team 1755,79.84,
Extra team 1756,13.62,
Extra team 1757,44.43,
Extra team 1758,67.3,
Extra team 1759,95.76,
Extra team 1760,42.7,
Extra team 1761,85.44,
Extra team 1762,90.19,
Extra team 1763,38.99,
Extra team 1764,63.44,
Extra team 1765,51.16,
Extra team 1766,29.14,
Extra team 1767,85.86,
Extra team 1768,33.78,
Extra team 1769,32.94,
Extra team 1770,89.25,
Extra team 1771,83.14,
Extra team 1772,20.48,
Extra team 1773,29.63,
Extra team 1774,9.38,
Extra team 1775,22.13,
Extra team 1776,43.23,
Extra team 1777,75.29,
Extra team 1778,97.95,
Extra team 1779,72.08,
Extra team 1780,56.21,
Extra team 1781,31.01,
Extra team 1782,76.35,
Extra team 1783,7.97,
Extra team 1784,63.63,
Extra team 1785,7.78,
Extra team 1786,0.49,
Extra team 1787,8.29,
